Sample Rate (Hz),6400
Sample Index,Time (s),ADC Value
2633,0.411406,3846
2634,0.411562,1287
2635,0.411719,3336
2636,0.411875,1798
2637,0.412031,1800
2638,0.412187,1287
2639,0.412344,1799
2640,0.412500,3335
2641,0.412656,2568
2642,0.412813,3336
2643,0.412969,3079
2644,0.413125,1288
2645,0.413281,3080
2646,0.413438,774
2647,0.413594,2311
2648,0.413750,1287
2649,0.413906,1799
2650,0.414062,3847
2651,0.414219,1287
2652,0.414375,2823
2653,0.414531,2312
2654,0.414687,2823
2655,0.414844,3079
2656,0.415000,2823
2657,0.415156,3335
2658,0.415312,775
2659,0.415469,3335
2660,0.415625,2311
2661,0.415781,775
2662,0.415938,1288
2663,0.416094,2311
2664,0.416250,2823
2665,0.416406,2824
2666,0.416563,3080
2667,0.416719,3336
2668,0.416875,519
2669,0.417031,2823
2670,0.417187,1287
2671,0.417344,3335
2672,0.417500,1799
2673,0.417656,3847
2674,0.417812,2823
2675,0.417969,775
2676,0.418125,2824
2677,0.418281,2310
2678,0.418438,1287
2679,0.418594,1032
2680,0.418750,2823
2681,0.418906,1031
2682,0.419063,3335
2683,0.419219,2824
2684,0.419375,2823
2685,0.419531,2311
2686,0.419687,263
2687,0.419844,2312
2688,0.420000,2055
2689,0.420156,3078
2690,0.420312,263
2691,0.420469,3592
2692,0.420625,2823
2693,0.420781,2311
2694,0.420938,3079
2695,0.421094,2311
2696,0.421250,2056
2697,0.421406,3335
2698,0.421563,2312
2699,0.421719,3080
2700,0.421875,2312
2701,0.422031,1287
2702,0.422187,3847
2703,0.422344,3336
2704,0.422500,2055
2705,0.422656,3334
2706,0.422812,3336
2707,0.422969,1031
2708,0.423125,3848
2709,0.423281,3848
2710,0.423438,774
2711,0.423594,2312
2712,0.423750,1287
2713,0.423906,2312
2714,0.424063,262
2715,0.424219,2311
2716,0.424375,776
2717,0.424531,3335
2718,0.424687,1288
2719,0.424844,2311
2720,0.425000,2055
2721,0.425156,3079
2722,0.425312,1287
2723,0.425469,3847
2724,0.425625,2054
2725,0.425781,1543
2726,0.425938,1799
2727,0.426094,2056
2728,0.426250,1288
2729,0.426406,2824
2730,0.426563,2311
2731,0.426719,3078
2732,0.426875,2055
2733,0.427031,3079
2734,0.427187,3848
2735,0.427344,2311
2736,0.427500,2568
2737,0.427656,3335
2738,0.427812,1287
2739,0.427969,2824
2740,0.428125,2311
2741,0.428281,3336
2742,0.428438,262
2743,0.428594,519
2744,0.428750,2311
2745,0.428906,3080
2746,0.429063,3335
2747,0.429219,2311
2748,0.429375,2311
2749,0.429531,775
2750,0.429688,1031
2751,0.429844,3336
2752,0.430000,1288
2753,0.430156,3590
2754,0.430312,2823
2755,0.430469,2311
2756,0.430625,1543
2757,0.430781,2823
2758,0.430937,1030
2759,0.431094,1032
2760,0.431250,1544
2761,0.431406,2055
2762,0.431563,3334
2763,0.431719,2823
2764,0.431875,2311
2765,0.432031,2311
2766,0.432188,1288
2767,0.432344,3590
2768,0.432500,2311
2769,0.432656,1542
2770,0.432812,2311
2771,0.432969,1287
2772,0.433125,2310
2773,0.433281,2311
2774,0.433437,3080
2775,0.433594,2056
2776,0.433750,775
2777,0.433906,9
2778,0.434063,1288
2779,0.434219,2312
2780,0.434375,1287
2781,0.434531,1799
2782,0.434688,1287
2783,0.434844,1031
2784,0.435000,2311
2785,0.435156,2824
2786,0.435312,1800
2787,0.435469,3847
2788,0.435625,2823
2789,0.435781,3335
2790,0.435937,3336
2791,0.436094,3080
2792,0.436250,3335
2793,0.436406,3335
2794,0.436563,3848
2795,0.436719,2311
2796,0.436875,1031
2797,0.437031,1287
2798,0.437188,1287
2799,0.437344,1032
2800,0.437500,2822
2801,0.437656,2311
2802,0.437812,1287
2803,0.437969,3847
2804,0.438125,1800
2805,0.438281,2567
2806,0.438437,2310
2807,0.438594,3335
2808,0.438750,3335
2809,0.438906,2824
2810,0.439063,2823
2811,0.439219,2311
2812,0.439375,1287
2813,0.439531,1543
2814,0.439688,775
2815,0.439844,1800
2816,0.440000,1288
2817,0.440156,2056
2818,0.440312,2312
2819,0.440469,3334
2820,0.440625,1032
2821,0.440781,263
2822,0.440937,1287
2823,0.441094,3336
2824,0.441250,3079
2825,0.441406,2311
2826,0.441563,3847
2827,0.441719,3335
2828,0.441875,2055
2829,0.442031,1032
2830,0.442188,3592
2831,0.442344,262
2832,0.442500,1800
2833,0.442656,1799
2834,0.442812,2055
2835,0.442969,3335
2836,0.443125,1287
2837,0.443281,2055
2838,0.443437,2056
2839,0.443594,1287
2840,0.443750,2055
2841,0.443906,2311
2842,0.444063,775
2843,0.444219,2311
2844,0.444375,3080
2845,0.444531,2823
2846,0.444688,3592
2847,0.444844,1288
2848,0.445000,3336
2849,0.445156,2311
2850,0.445312,3334
2851,0.445469,3335
2852,0.445625,2823
2853,0.445781,263
2854,0.445937,1799
2855,0.446094,1799
2856,0.446250,1287
2857,0.446406,3336
2858,0.446562,1031
2859,0.446719,1287
2860,0.446875,1799
2861,0.447031,2567
2862,0.447188,1287
2863,0.447344,2054
2864,0.447500,3335
2865,0.447656,3079
2866,0.447813,519
2867,0.447969,3335
2868,0.448125,775
2869,0.448281,1799
2870,0.448437,1544
2871,0.448594,1799
2872,0.448750,774
2873,0.448906,3080
2874,0.449062,3080
2875,0.449219,775
2876,0.449375,2824
2877,0.449531,2311
2878,0.449688,2312
2879,0.449844,1286
2880,0.450000,3336
2881,0.450156,777
2882,0.450313,3335
2883,0.450469,1799
2884,0.450625,1032
2885,0.450781,2311
2886,0.450937,2822
2887,0.451094,2311
2888,0.451250,2567
2889,0.451406,1799
2890,0.451562,2823
2891,0.451719,775
2892,0.451875,3336
2893,0.452031,3847
2894,0.452188,776
2895,0.452344,1799
2896,0.452500,1287
2897,0.452656,1288
2898,0.452813,2823
2899,0.452969,776
2900,0.453125,2823
2901,0.453281,1288
2902,0.453437,1288
2903,0.453594,1032
2904,0.453750,3592
2905,0.453906,1288
2906,0.454062,1799
2907,0.454219,1799
2908,0.454375,2823
2909,0.454531,2824
2910,0.454688,2311
2911,0.454844,1288
2912,0.455000,776
2913,0.455156,2824
2914,0.455313,263
2915,0.455469,1288
2916,0.455625,2311
2917,0.455781,2312
2918,0.455937,1288
2919,0.456094,2823
2920,0.456250,2311
2921,0.456406,3335
2922,0.456562,3336
2923,0.456719,1288
2924,0.456875,2310
2925,0.457031,2311
2926,0.457188,1032
2927,0.457344,3336
2928,0.457500,1032
2929,0.457656,3080
2930,0.457813,2055
2931,0.457969,2824
2932,0.458125,3846
2933,0.458281,1287
2934,0.458437,2311
2935,0.458594,2055
2936,0.458750,1031
2937,0.458906,3335
2938,0.459062,3847
2939,0.459219,3335
2940,0.459375,3336
2941,0.459531,1287
2942,0.459688,2824
2943,0.459844,2824
2944,0.460000,775
2945,0.460156,2823
2946,0.460313,263
2947,0.460469,1287
2948,0.460625,775
2949,0.460781,2311
2950,0.460938,775
2951,0.461094,1032
2952,0.461250,1030
2953,0.461406,2312
2954,0.461562,1030
2955,0.461719,3080
2956,0.461875,3335
2957,0.462031,3335
2958,0.462187,1287
2959,0.462344,2823
2960,0.462500,3336
2961,0.462656,3849
2962,0.462813,1288
2963,0.462969,1289
2964,0.463125,2055
2965,0.463281,3336
2966,0.463438,1288
2967,0.463594,264
2968,0.463750,3847
2969,0.463906,3591
2970,0.464062,1286
2971,0.464219,264
2972,0.464375,3335
2973,0.464531,3336
2974,0.464687,2056
2975,0.464844,1286
2976,0.465000,2055
2977,0.465156,3336
2978,0.465313,1798
2979,0.465469,775
2980,0.465625,1287
2981,0.465781,2056
2982,0.465938,263
2983,0.466094,2311
2984,0.466250,2822
2985,0.466406,1287
2986,0.466562,2823
2987,0.466719,1031
2988,0.466875,3336
2989,0.467031,2824
2990,0.467187,2824
2991,0.467344,775
2992,0.467500,2311
2993,0.467656,1031
2994,0.467813,2310
2995,0.467969,3848
2996,0.468125,2824
2997,0.468281,3080
2998,0.468438,3080
2999,0.468594,2310
3000,0.468750,1799
3001,0.468906,3335
3002,0.469062,1800
3003,0.469219,1800
3004,0.469375,2311
3005,0.469531,2311
3006,0.469687,1286
3007,0.469844,2823
3008,0.470000,2055
3009,0.470156,263
3010,0.470313,2057
3011,0.470469,776
3012,0.470625,2313
3013,0.470781,3080
3014,0.470938,1032
3015,0.471094,2056
3016,0.471250,2311
3017,0.471406,1799
3018,0.471562,1288
3019,0.471719,2311
3020,0.471875,2055
3021,0.472031,2310
3022,0.472187,775
3023,0.472344,1286
3024,0.472500,2823
3025,0.472656,2311
3026,0.472813,3592
3027,0.472969,775
3028,0.473125,2312
3029,0.473281,2823
3030,0.473438,3080
3031,0.473594,2823
3032,0.473750,775
3033,0.473906,3079
3034,0.474062,3335
3035,0.474219,2312
3036,0.474375,1799
3037,0.474531,3335
3038,0.474687,3335
3039,0.474844,3079
3040,0.475000,2824
3041,0.475156,2311
3042,0.475313,775
3043,0.475469,2311
3044,0.475625,2055
3045,0.475781,3847
3046,0.475938,2823
3047,0.476094,3847
3048,0.476250,1800
3049,0.476406,1799
3050,0.476562,1288
3051,0.476719,1031
3052,0.476875,2311
3053,0.477031,1287
3054,0.477187,1799
3055,0.477344,2312
3056,0.477500,2055
3057,0.477656,3335
3058,0.477812,1799
3059,0.477969,2312
3060,0.478125,3847
3061,0.478281,2311
3062,0.478438,2055
3063,0.478594,2055
3064,0.478750,3848
3065,0.478906,1288
3066,0.479063,2567
3067,0.479219,1031
3068,0.479375,3848
3069,0.479531,3847
3070,0.479687,1288
3071,0.479844,775
3072,0.480000,775
3073,0.480156,262
3074,0.480312,1288
3075,0.480469,3848
3076,0.480625,3081
3077,0.480781,1032
3078,0.480938,2311
3079,0.481094,1287
3080,0.481250,2056
3081,0.481406,2310
3082,0.481563,1287
3083,0.481719,3591
3084,0.481875,775
3085,0.482031,1029
3086,0.482187,263
3087,0.482344,1287
3088,0.482500,3335
3089,0.482656,3334
3090,0.482812,263
3091,0.482969,265
3092,0.483125,2824
3093,0.483281,1800
3094,0.483438,1799
3095,0.483594,263
3096,0.483750,2824
3097,0.483906,3848
3098,0.484063,2056
3099,0.484219,1285
3100,0.484375,775
3101,0.484531,1032
3102,0.484687,2311
3103,0.484844,3848
3104,0.485000,2312
3105,0.485156,2055
3106,0.485312,2312
3107,0.485469,1288
3108,0.485625,2822
3109,0.485781,2055
3110,0.485938,3336
3111,0.486094,1800
3112,0.486250,264
3113,0.486406,2824
3114,0.486563,2312
3115,0.486719,1286
3116,0.486875,3335
3117,0.487031,263
3118,0.487187,775
3119,0.487344,1799
3120,0.487500,262
3121,0.487656,2056
3122,0.487812,1030
3123,0.487969,3078
3124,0.488125,3334
3125,0.488281,2056
3126,0.488438,1289
3127,0.488594,2824
3128,0.488750,776
3129,0.488906,1799
3130,0.489063,3079
3131,0.489219,2822
3132,0.489375,264
3133,0.489531,2055
3134,0.489687,2310
3135,0.489844,1032
3136,0.490000,3080
3137,0.490156,262
3138,0.490312,3080
3139,0.490469,1800
3140,0.490625,3079
3141,0.490781,775
3142,0.490938,2312
3143,0.491094,1800
3144,0.491250,1799
3145,0.491406,3335
3146,0.491563,2823
3147,0.491719,2824
3148,0.491875,3079
3149,0.492031,1543
3150,0.492188,775
3151,0.492344,1287
3152,0.492500,1031
3153,0.492656,1288
3154,0.492812,3080
3155,0.492969,3335
3156,0.493125,2823
3157,0.493281,776
3158,0.493437,1030
3159,0.493594,3335
3160,0.493750,2567
3161,0.493906,1031
3162,0.494063,2056
3163,0.494219,262
3164,0.494375,2824
3165,0.494531,1287
3166,0.494688,2824
3167,0.494844,1799
3168,0.495000,1287
3169,0.495156,264
3170,0.495312,2823
3171,0.495469,3847
3172,0.495625,1031
3173,0.495781,1031
3174,0.495937,3079
3175,0.496094,1030
3176,0.496250,3335
3177,0.496406,2824
3178,0.496563,2056
3179,0.496719,1798
3180,0.496875,2568
3181,0.497031,3592
3182,0.497188,775
3183,0.497344,3079
3184,0.497500,2055
3185,0.497656,775
3186,0.497812,1287
3187,0.497969,776
3188,0.498125,3335
3189,0.498281,2311
3190,0.498437,2311
3191,0.498594,2312
3192,0.498750,2824
3193,0.498906,3335
3194,0.499063,1542
3195,0.499219,1031
3196,0.499375,3336
3197,0.499531,2055
